Date,Year,Month,Day,Quarter,Date Key,Day of Week
2011-03-07 00:00:00.000,2011,3,7,1,20110307,1
2011-02-05 00:00:00.000,2011,2,5,1,20110205,6
2011-03-02 00:00:00.000,2011,3,2,1,20110302,3
2011-02-15 00:00:00.000,2011,2,15,1,20110215,2
2011-02-08 00:00:00.000,2011,2,8,1,20110208,2
2011-02-07 00:00:00.000,2011,2,7,1,20110207,1
2011-01-14 00:00:00.000,2011,1,14,1,20110114,5
2011-02-21 00:00:00.000,2011,2,21,1,20110221,1
2011-01-22 00:00:00.000,2011,1,22,1,20110122,6
2011-02-04 00:00:00.000,2011,2,4,1,20110204,5
2011-03-18 00:00:00.000,2011,3,18,1,20110318,5
2011-01-05 00:00:00.000,2011,1,5,1,20110105,3
2011-01-17 00:00:00.000,2011,1,17,1,20110117,1
2011-03-04 00:00:00.000,2011,3,4,1,20110304,5
2011-03-17 00:00:00.000,2011,3,17,1,20110317,4
2011-03-23 00:00:00.000,2011,3,23,1,20110323,3
2011-02-17 00:00:00.000,2011,2,17,1,20110217,4
2011-01-19 00:00:00.000,2011,1,19,1,20110119,3
2011-02-09 00:00:00.000,2011,2,9,1,20110209,3
2011-02-12 00:00:00.000,2011,2,12,1,20110212,6
2011-03-25 00:00:00.000,2011,3,25,1,20110325,5
2011-01-12 00:00:00.000,2011,1,12,1,20110112,3
2011-03-30 00:00:00.000,2011,3,30,1,20110330,3
2011-01-31 00:00:00.000,2011,1,31,1,20110131,1
2011-03-29 00:00:00.000,2011,3,29,1,20110329,2
2011-03-21 00:00:00.000,2011,3,21,1,20110321,1
2011-02-02 00:00:00.000,2011,2,2,1,20110202,3
2011-03-24 00:00:00.000,2011,3,24,1,20110324,4
2011-03-22 00:00:00.000,2011,3,22,1,20110322,2
2011-01-21 00:00:00.000,2011,1,21,1,20110121,5
2011-01-11 00:00:00.000,2011,1,11,1,20110111,2
2011-01-15 00:00:00.000,2011,1,15,1,20110115,6
2011-03-15 00:00:00.000,2011,3,15,1,20110315,2
2011-01-02 00:00:00.000,2011,1,2,1,20110102,0
2011-02-19 00:00:00.000,2011,2,19,1,20110219,6
2011-02-18 00:00:00.000,2011,2,18,1,20110218,5
2011-02-28 00:00:00.000,2011,2,28,1,20110228,1
2011-03-16 00:00:00.000,2011,3,16,1,20110316,3
2011-02-22 00:00:00.000,2011,2,22,1,20110222,2
2011-02-16 00:00:00.000,2011,2,16,1,20110216,3
2011-01-27 00:00:00.000,2011,1,27,1,20110127,4
2011-03-05 00:00:00.000,2011,3,5,1,20110305,6
2011-03-08 00:00:00.000,2011,3,8,1,20110308,2
2011-01-13 00:00:00.000,2011,1,13,1,20110113,4
2011-02-14 00:00:00.000,2011,2,14,1,20110214,1
2011-03-10 00:00:00.000,2011,3,10,1,20110310,4
2011-03-12 00:00:00.000,2011,3,12,1,20110312,6
2011-01-26 00:00:00.000,2011,1,26,1,20110126,3
2011-01-25 00:00:00.000,2011,1,25,1,20110125,2
2011-02-10 00:00:00.000,2011,2,10,1,20110210,4
2011-03-09 00:00:00.000,2011,3,9,1,20110309,3
2011-01-18 00:00:00.000,2011,1,18,1,20110118,2
2011-03-27 00:00:00.000,2011,3,27,1,20110327,0
2011-01-03 00:00:00.000,2011,1,3,1,20110103,1
2011-01-09 00:00:00.000,2011,1,9,1,20110109,0
2011-02-26 00:00:00.000,2011,2,26,1,20110226,6
2011-01-28 00:00:00.000,2011,1,28,1,20110128,5
2011-01-30 00:00:00.000,2011,1,30,1,20110130,0
2011-02-11 00:00:00.000,2011,2,11,1,20110211,5
2011-02-27 00:00:00.000,2011,2,27,1,20110227,0
2011-03-06 00:00:00.000,2011,3,6,1,20110306,0
2011-01-23 00:00:00.000,2011,1,23,1,20110123,0
2011-02-06 00:00:00.000,2011,2,6,1,20110206,0
2011-02-13 00:00:00.000,2011,2,13,1,20110213,0
2011-03-13 00:00:00.000,2011,3,13,1,20110313,0
2011-02-20 00:00:00.000,2011,2,20,1,20110220,0
2011-03-20 00:00:00.000,2011,3,20,1,20110320,0
2015-01-03 00:00:00.000,2015,1,3,1,20150103,6
2015-01-01 00:00:00.000,2015,1,1,1,20150101,4
2015-01-02 00:00:00.000,2015,1,2,1,20150102,5
2015-01-05 00:00:00.000,2015,1,5,1,20150105,1
2015-01-04 00:00:00.000,2015,1,4,1,20150104,0
2015-01-06 00:00:00.000,2015,1,6,1,20150106,2
2015-01-07 00:00:00.000,2015,1,7,1,20150107,3
